loss,val_loss
6.461179,5.9490995
5.806408,5.696089
5.6063676,5.5375214
5.455928,5.4283376
5.355872,5.2830725
5.2388825,5.2043486
5.1936946,5.160034
5.1478558,5.1385612
5.1182313,5.161052
5.10573,5.090443
5.0732727,5.094267
5.0484414,5.03329
5.0210204,5.015237
5.008669,5.005868
4.996451,4.9916496
4.982741,4.979635
4.980189,4.9745445
4.9602118,4.956543
4.946572,4.9404163
4.931861,4.9265666
4.9205966,4.911166
4.963474,4.986059
4.9145217,4.8950467
4.892449,4.885218
4.871383,4.8678083
4.8544426,4.847964
4.8418026,4.8466673
4.8387012,4.826753
4.817838,4.799908
4.80607,4.821042
4.7949843,4.8175955
4.782026,4.783923
4.7446003,4.7380686
4.734267,4.7406282
4.6953316,4.6765647
4.6920843,4.65196
4.6564226,4.7023964
4.649846,4.6042075
4.61484,4.6232257
4.592498,4.5911503
4.564284,4.5662427
4.5583982,4.6064487
4.5382113,4.5895004
4.629421,4.575062
4.529719,4.559636
4.508869,4.4916086
4.5073752,4.522286
4.4853616,4.500289
4.4536567,4.4681325
4.5000744,4.547493
4.4394093,4.4275713
4.427941,4.446837
4.4112167,4.449249
4.3901577,4.3813257
4.400082,4.4727488
4.3970823,4.422392
4.3563232,4.342555
4.340124,4.3919716
4.322483,4.3900824
4.348989,4.5192256
4.321306,4.313719
4.272128,4.450916
4.274933,4.3013077
4.22127,4.236374
4.2093306,4.376885
4.2308507,4.3305902
4.2186813,4.258375
4.203445,4.1979976
4.1611757,4.316245
4.14347,4.2710676
4.163272,4.1674595
4.191236,4.2996583
4.1314487,4.144746
4.11316,4.1973605
4.143686,4.1813374
4.0778046,4.1963944
4.070709,4.0771494
4.074013,4.0931015
4.0356827,4.1337276
4.3221416,4.768783
